v1,v2
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Happy Birthday bhai 🎉
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftAxis (malware risk) Urgent! Click now or lose access.
ham,Happy Birthday bhai 🎉
spam,🎉 Congratulations! You won ₹SBI lakh. Claim now: goo.gl/claim515 Share bank details
ham,Your Google verification code is 90123. Never share.
ham,Flipkart: Your package will arrive tomorrow.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyAxis
spam,Papa accident. Transfer Rs.5000 urgently to this number. http://secure-link260.in
spam,Traffic challan Rs.Axis. Pay or vehicle seized: paytm.me/ch366
spam,Traffic challan Rs.Union. Pay or vehicle seized: paytm.me/ch390 http://secure-link776.in
ham,Flipkart: Your package will arrive tomorrow.
spam,Your device has virus. Install this app to clean bit.ly/urgent
ham,Your Google verification code is 13296. Never share.
ham,OTP for Paytm login: 27111. Do not share.
spam,KYC registration of random person detected on your number. Verify: link bit.ly/urgent
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Amazon order #AMZ5250 delivered successfully. Rate now.
ham,Happy Birthday bhai 🎉
ham,Meeting at 4PM today bro. Confirm?
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postSBI
ham,Amazon order #AMZ20992 delivered successfully. Rate now.
spam,Your device has virus. Install this app to clean
spam,Papa accident. Transfer Rs.5000 urgently to this number. http://secure-link304.in
spam,Papa accident. Transfer Rs.5000 urgently to this number. Urgent! Click now or lose access.
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankSBI.in
ham,Happy Birthday bhai 🎉
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800HDFC Urgent! Click now or lose access. http://secure-link911.in"
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxUnion http://secure-link925.in
ham,Flipkart: Your package will arrive tomorrow.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Amazon delivery failed. Call 1800SBI or order cancelled. Urgent! Click now or lose access.
ham,OTP for Paytm login: 45970. Do not share.
spam,"Dear customer, your Union account will be blocked today. Update KYC immediately: bit.ly/197. Do not ignore! Urgent! Click now or lose access."
ham,OTP for Paytm login: 16962. Do not share.
spam,Your device has virus. Install this app to clean bit.ly/urgent
ham,Flipkart: Your package will arrive tomorrow.
ham,OTP for Paytm login: 27896. Do not share.
spam,Traffic challan Rs.SBI. Pay or vehicle seized: paytm.me/ch851
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankHDFC.in Urgent! Click now or lose access.
ham,Your Google verification code is 77391. Never share.
ham,Airtel Thanks: Bill paid Rs.499.
ham,Happy Birthday bhai 🎉
ham,Airtel Thanks: Bill paid Rs.499.
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winAxis
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxHDFC Urgent! Click now or lose access. http://secure-link114.in
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyUnion Urgent! Click now or lose access.
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postSBI
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyUnion http://secure-link495.in
ham,Meeting at 4PM today bro. Confirm?
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Amazon delivery failed. Call 1800HDFC or order cancelled. Urgent! Click now or lose access.
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx Urgent! Click now or lose access. http://secure-link192.in
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,OTP for Paytm login: 77091. Do not share.
ham,Amazon order #AMZ16313 delivered successfully. Rate now.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,OTP for Paytm login: 50345. Do not share.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankSBI.in http://secure-link666.in
ham,Flipkart: Your package will arrive tomorrow.
ham,Meeting at 4PM today bro. Confirm?
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Airtel Thanks: Bill paid Rs.499.
ham,Happy Birthday bhai 🎉
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftSBI (malware risk) Urgent! Click now or lose access.
spam,Amazon delivery failed. Call 1800Axis or order cancelled. Urgent! Click now or lose access.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyHDFC
ham,Your Google verification code is 76039. Never share.
spam,New Year reward ₹1000 from Jio. Claim gift link bit.ly/urgent
ham,Happy Birthday bhai 🎉
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftSBI (malware risk) Urgent! Click now or lose access.
spam,Electricity bill overdue Rs.SBI. Pay now or power cut: pay.bill872.in Urgent! Click now or lose access.
ham,Meeting at 4PM today bro. Confirm?
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifySBI Urgent! Click now or lose access.
ham,Happy Birthday bhai 🎉
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Traffic challan Rs.SBI. Pay or vehicle seized: paytm.me/ch469
spam,Traffic challan Rs.HDFC. Pay or vehicle seized: paytm.me/ch980 Urgent! Click now or lose access.
spam,Device infected! Call Microsoft 1800Union now to fix. http://secure-link918.in
spam,Papa accident. Transfer Rs.5000 urgently to this number. http://secure-link989.in
ham,Airtel Thanks: Bill paid Rs.499.
ham,Bro where are you?
spam,Electricity bill overdue Rs.Axis. Pay now or power cut: pay.bill620.in
ham,OTP for Paytm login: 6168. Do not share.
ham,Amazon order #AMZ98367 delivered successfully. Rate now.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxHDFC http://secure-link729.in
spam,"Dear customer, your Axis account will be blocked today. Update KYC immediately: bit.ly/942. Do not ignore! Urgent! Click now or lose access."
ham,Your Google verification code is 66004. Never share.
spam,Your device has virus. Install this app to clean bit.ly/urgent
ham,OTP for Paytm login: 86179. Do not share.
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800SBI"
spam,Income tax refund ₹25000 pending. Share PAN now bit.ly/urgent
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyUnion Urgent! Click now or lose access. http://secure-link818.in
spam,Traffic challan Rs.Axis. Pay or vehicle seized: paytm.me/ch420 http://secure-link594.in
ham,Airtel Thanks: Bill paid Rs.499.
spam,Electricity bill overdue Rs.SBI. Pay now or power cut: pay.bill894.in Urgent! Click now or lose access. http://secure-link740.in
spam,Device infected! Call Microsoft 1800Axis now to fix. http://secure-link416.in
ham,Bro where are you?
spam,Amazon delivery failed. Call 1800SBI or order cancelled.
ham,Airtel Thanks: Bill paid Rs.499.
ham,Airtel Thanks: Bill paid Rs.499.
ham,OTP for Paytm login: 60479. Do not share.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Income tax refund ₹25000 pending. Share PAN now bit.ly/urgent
ham,Bro where are you?
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx http://secure-link177.in
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 http://secure-link842.in
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access.
spam,Amazon delivery failed. Call 1800HDFC or order cancelled. http://secure-link808.in
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 http://secure-link419.in
spam,Device infected! Call Microsoft 1800Axis now to fix. Urgent! Click now or lose access. http://secure-link878.in
spam,Amazon delivery failed. Call 1800Union or order cancelled. Urgent! Click now or lose access. http://secure-link254.in
ham,OTP for Paytm login: 37510. Do not share.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winUnion
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifySBI
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobHDFC http://secure-link875.in
ham,Happy Birthday bhai 🎉
spam,🎉 Congratulations! You won ₹SBI lakh. Claim now: goo.gl/claim830 Share bank details
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx http://secure-link727.in
ham,Meeting at 4PM today bro. Confirm?
spam,Electricity bill overdue Rs.Union. Pay now or power cut: pay.bill873.in http://secure-link894.in
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifySBI http://secure-link928.in
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postAxis Urgent! Click now or lose access.
spam,KYC registration of random person detected on your number. Verify: link
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftSBI (malware risk)
spam,Your device has virus. Install this app to clean bit.ly/urgent
spam,Papa accident. Transfer Rs.5000 urgently to this number.
spam,Traffic challan Rs.HDFC. Pay or vehicle seized: paytm.me/ch542
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 http://secure-link592.in
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankHDFC.in
ham,Meeting at 4PM today bro. Confirm?
ham,OTP for Paytm login: 92264. Do not share.
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx Urgent! Click now or lose access. http://secure-link587.in
ham,OTP for Paytm login: 9668. Do not share.
spam,Traffic challan Rs.Union. Pay or vehicle seized: paytm.me/ch146 http://secure-link107.in
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxHDFC
ham,Happy Birthday bhai 🎉
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxUnion Urgent! Click now or lose access.
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankUnion.in
spam,🎉 Congratulations! You won ₹Axis lakh. Claim now: goo.gl/claim547 Share bank details Urgent! Click now or lose access. http://secure-link240.in
ham,Your Google verification code is 39398. Never share.
spam,Device infected! Call Microsoft 1800HDFC now to fix.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxAxis http://secure-link278.in
ham,Meeting at 4PM today bro. Confirm?
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winAxis Urgent! Click now or lose access.
spam,Amazon delivery failed. Call 1800SBI or order cancelled. http://secure-link370.in
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800Axis http://secure-link559.in"
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxAxis http://secure-link142.in
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxHDFC
spam,Electricity bill overdue Rs.SBI. Pay now or power cut: pay.bill332.in Urgent! Click now or lose access.
ham,Amazon order #AMZ79116 delivered successfully. Rate now.
ham,Your Google verification code is 24246. Never share.
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winSBI Urgent! Click now or lose access.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifySBI
ham,Your Google verification code is 79988. Never share.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Airtel Thanks: Bill paid Rs.499.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,OTP for Paytm login: 96371. Do not share.
ham,Bro where are you?
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftUnion (malware risk) Urgent! Click now or lose access.
ham,Meeting at 4PM today bro. Confirm?
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,🎉 Congratulations! You won ₹Axis lakh. Claim now: goo.gl/claim515 Share bank details http://secure-link643.in
ham,Happy Birthday bhai 🎉
spam,"Dear customer, your SBI account will be blocked today. Update KYC immediately: bit.ly/864. Do not ignore!"
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800HDFC"
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftHDFC (malware risk)
ham,Happy Birthday bhai 🎉
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxHDFC
ham,OTP for Paytm login: 77062. Do not share.
spam,"Dear customer, your SBI account will be blocked today. Update KYC immediately: bit.ly/585. Do not ignore!"
spam,Income tax refund ₹25000 pending. Share PAN now bit.ly/urgent
spam,Your device has virus. Install this app to clean
ham,Meeting at 4PM today bro. Confirm?
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,"Dear customer, your Axis account will be blocked today. Update KYC immediately: bit.ly/813. Do not ignore! Urgent! Click now or lose access."
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Airtel Thanks: Bill paid Rs.499.
ham,Your Google verification code is 30301. Never share.
ham,UPI payment successful Rs.299
spam,Income tax refund ₹25000 pending. Share PAN now bit.ly/urgent
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyAxis http://secure-link383.in
ham,Happy Birthday bhai 🎉
ham,UPI payment successful Rs.299
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxAxis Urgent! Click now or lose access.
ham,Airtel Thanks: Bill paid Rs.499.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Electricity bill overdue Rs.Axis. Pay now or power cut: pay.bill793.in Urgent! Click now or lose access.
ham,Happy Birthday bhai 🎉
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800SBI http://secure-link833.in"
ham,Airtel Thanks: Bill paid Rs.499.
ham,OTP for Paytm login: 71830. Do not share.
ham,Happy Birthday bhai 🎉
spam,Papa accident. Transfer Rs.5000 urgently to this number. http://secure-link853.in
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx Urgent! Click now or lose access. http://secure-link804.in
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,"Dear customer, your SBI account will be blocked today. Update KYC immediately: bit.ly/858. Do not ignore!"
ham,Flipkart: Your package will arrive tomorrow.
spam,KYC registration of random person detected on your number. Verify: link
